mode,group,modality,key,channel,path,label
default,train,audio,train_153,2,train/CD1/TIDIGITS/TRAIN/MAN/EH/1B.WAV.wav,1
default,train,audio,train_154,1,train/CD1/TIDIGITS/TRAIN/WOMAN/BI/5Z77A.WAV.wav,5077
default,train,audio,train_155,2,train/CD1/TIDIGITS/TRAIN/MAN/BD/4191A.WAV.wav,4191
default,train,audio,train_156,1,train/CD1/TIDIGITS/TRAIN/WOMAN/PP/341ZA.WAV.wav,3410
default,train,audio,train_157,2,train/CD1/TIDIGITS/TRAIN/WOMAN/AI/Z9A.WAV.wav,09
default,train,audio,train_158,1,train/CD1/TIDIGITS/TRAIN/WOMAN/PM/31A.WAV.wav,31
default,train,audio,train_159,2,train/CD1/TIDIGITS/TRAIN/MAN/IF/2A.WAV.wav,2
default,train,audio,train_160,1,train/CD1/TIDIGITS/TRAIN/MAN/RD/8B.WAV.wav,8
default,train,audio,train_161,2,train/CD1/TIDIGITS/TRAIN/WOMAN/NH/74898A.WAV.wav,74898
default,train,audio,train_162,1,train/CD1/TIDIGITS/TRAIN/MAN/KP/2661A.WAV.wav,2661
default,train,audio,train_163,2,train/CD1/TIDIGITS/TRAIN/MAN/NW/ZB.WAV.wav,0
default,train,audio,train_164,1,train/CD1/TIDIGITS/TRAIN/WOMAN/EK/5A.WAV.wav,5
default,train,audio,train_165,2,train/CD1/TIDIGITS/TRAIN/MAN/CR/ZZ44A.WAV.wav,0044
default,train,audio,train_166,1,train/CD1/TIDIGITS/TRAIN/WOMAN/JI/ZA.WAV.wav,0
default,train,audio,train_167,2,train/CD1/TIDIGITS/TRAIN/MAN/AL/46682A.WAV.wav,46682
default,train,audio,train_168,1,train/CD1/TIDIGITS/TRAIN/WOMAN/CL/7B.WAV.wav,7
default,train,audio,train_169,2,train/CD1/TIDIGITS/TRAIN/MAN/AW/1A.WAV.wav,1
default,train,audio,train_170,1,train/CD1/TIDIGITS/TRAIN/WOMAN/MW/Z1562A.WAV.wav,01562
default,train,audio,train_171,2,train/CD1/TIDIGITS/TRAIN/MAN/FF/O3OO5A.WAV.wav,03005
default,train,audio,train_172,1,train/CD1/TIDIGITS/TRAIN/MAN/PD/8B.WAV.wav,8
default,train,audio,train_173,2,train/CD1/TIDIGITS/TRAIN/WOMAN/CM/41921ZZA.WAV.wav,4192100
default,train,audio,train_174,1,train/CD1/TIDIGITS/TRAIN/MAN/HS/862A.WAV.wav,862
default,train,audio,train_175,2,train/CD1/TIDIGITS/TRAIN/WOMAN/KN/3A.WAV.wav,3
default,train,audio,train_176,1,train/CD1/TIDIGITS/TRAIN/MAN/MB/686A.WAV.wav,686
default,train,audio,train_177,2,train/CD1/TIDIGITS/TRAIN/MAN/LT/2836A.WAV.wav,2836
default,train,audio,train_178,1,train/CD1/TIDIGITS/TRAIN/WOMAN/CL/76958A.WAV.wav,76958
default,train,audio,train_179,2,train/CD1/TIDIGITS/TRAIN/WOMAN/RE/3894484A.WAV.wav,3894484
default,train,audio,train_180,1,train/CD1/TIDIGITS/TRAIN/MAN/FL/95A.WAV.wav,95
default,train,audio,train_181,2,train/CD1/TIDIGITS/TRAIN/MAN/GR/26Z3ZA.WAV.wav,26030
default,train,audio,train_182,1,train/CD1/TIDIGITS/TRAIN/MAN/IT/2Z588A.WAV.wav,20588
default,train,audio,train_183,2,train/CD1/TIDIGITS/TRAIN/WOMAN/CM/45OA.WAV.wav,450
default,train,audio,train_184,1,train/CD1/TIDIGITS/TRAIN/MAN/PD/443A.WAV.wav,443
default,train,audio,train_185,2,train/CD1/TIDIGITS/TRAIN/MAN/FF/819OO42A.WAV.wav,8190042
default,train,audio,train_186,1,train/CD1/TIDIGITS/TRAIN/WOMAN/PE/3O259A.WAV.wav,30259
default,train,audio,train_187,2,train/CD1/TIDIGITS/TRAIN/MAN/KD/5A.WAV.wav,5
default,train,audio,train_188,1,train/CD1/TIDIGITS/TRAIN/MAN/HH/OOA.WAV.wav,00
default,train,audio,train_189,2,train/CD1/TIDIGITS/TRAIN/MAN/GR/1B.WAV.wav,1
default,train,audio,train_190,1,train/CD1/TIDIGITS/TRAIN/MAN/NR/36OOA.WAV.wav,3600
default,train,audio,train_191,2,train/CD1/TIDIGITS/TRAIN/MAN/PI/Z795A.WAV.wav,0795
default,train,audio,train_192,1,train/CD1/TIDIGITS/TRAIN/WOMAN/JJ/O16OA.WAV.wav,0160
default,train,audio,train_193,2,train/CD1/TIDIGITS/TRAIN/WOMAN/KT/Z146ZA.WAV.wav,01460
default,train,audio,train_194,1,train/CD1/TIDIGITS/TRAIN/MAN/IF/2931A.WAV.wav,2931
default,train,audio,train_195,2,train/CD1/TIDIGITS/TRAIN/MAN/LH/9783A.WAV.wav,9783
default,train,audio,train_196,1,train/CD1/TIDIGITS/TRAIN/WOMAN/JJ/88942A.WAV.wav,88942
default,train,audio,train_197,2,train/CD1/TIDIGITS/TRAIN/WOMAN/IL/777ZZA.WAV.wav,77700
default,train,audio,train_198,1,train/CD1/TIDIGITS/TRAIN/WOMAN/AG/8B.WAV.wav,8
default,train,audio,train_199,2,train/CD1/TIDIGITS/TRAIN/MAN/FJ/8A.WAV.wav,8
default,train,audio,train_200,1,train/CD1/TIDIGITS/TRAIN/WOMAN/BI/O4614OOA.WAV.wav,0461400
default,train,audio,train_201,2,train/CD1/TIDIGITS/TRAIN/WOMAN/JI/6O6OA.WAV.wav,6060
default,train,audio,train_202,1,train/CD1/TIDIGITS/TRAIN/WOMAN/JP/286ZA.WAV.wav,2860
default,train,audio,train_203,2,train/CD1/TIDIGITS/TRAIN/WOMAN/KT/OB.WAV.wav,0
default,train,audio,train_204,1,train/CD1/TIDIGITS/TRAIN/MAN/MP/6A.WAV.wav,6
default,train,audio,train_205,2,train/CD1/TIDIGITS/TRAIN/WOMAN/DC/ZB.WAV.wav,0
default,train,audio,train_206,1,train/CD1/TIDIGITS/TRAIN/WOMAN/CL/5O2OA.WAV.wav,5020
default,train,audio,train_207,2,train/CD1/TIDIGITS/TRAIN/WOMAN/RP/34A.WAV.wav,34
default,train,audio,train_208,1,train/CD1/TIDIGITS/TRAIN/MAN/HL/96846A.WAV.wav,96846
default,train,audio,train_209,2,train/CD1/TIDIGITS/TRAIN/MAN/PI/821Z7A.WAV.wav,82107
default,train,audio,train_210,1,train/CD1/TIDIGITS/TRAIN/MAN/KP/41672A.WAV.wav,41672
default,train,audio,train_211,2,train/CD1/TIDIGITS/TRAIN/WOMAN/MW/2A.WAV.wav,2
default,train,audio,train_212,1,train/CD1/TIDIGITS/TRAIN/WOMAN/RP/5596A.WAV.wav,5596
default,train,audio,train_213,2,train/CD1/TIDIGITS/TRAIN/MAN/IF/7B.WAV.wav,7
default,train,audio,train_214,1,train/CD1/TIDIGITS/TRAIN/WOMAN/MM/7488ZA.WAV.wav,74880
default,train,audio,train_215,2,train/CD1/TIDIGITS/TRAIN/WOMAN/DC/ZA.WAV.wav,0
default,train,audio,train_216,1,train/CD1/TIDIGITS/TRAIN/WOMAN/AG/4ZZ6432A.WAV.wav,4006432
default,train,audio,train_217,2,train/CD1/TIDIGITS/TRAIN/WOMAN/EC/3A.WAV.wav,3
default,train,audio,train_218,1,train/CD1/TIDIGITS/TRAIN/MAN/FD/8O78335A.WAV.wav,8078335
default,train,audio,train_219,2,train/CD1/TIDIGITS/TRAIN/WOMAN/MW/6B.WAV.wav,6
default,train,audio,train_220,1,train/CD1/TIDIGITS/TRAIN/MAN/PB/Z2Z66Z5A.WAV.wav,0206605
default,train,audio,train_221,2,train/CD1/TIDIGITS/TRAIN/WOMAN/JN/38OA.WAV.wav,380
default,train,audio,train_222,1,train/CD1/TIDIGITS/TRAIN/WOMAN/IL/2A.WAV.wav,2
default,train,audio,train_223,2,train/CD1/TIDIGITS/TRAIN/WOMAN/KF/53A.WAV.wav,53
default,train,audio,train_224,1,train/CD1/TIDIGITS/TRAIN/WOMAN/EI/35O23A.WAV.wav,35023
default,train,audio,train_225,2,train/CD1/TIDIGITS/TRAIN/WOMAN/KH/535A.WAV.wav,535
default,train,audio,train_226,1,train/CD1/TIDIGITS/TRAIN/MAN/HN/5B.WAV.wav,5
default,train,audio,train_227,2,train/CD1/TIDIGITS/TRAIN/WOMAN/CA/45ZA.WAV.wav,450
default,train,audio,train_228,1,train/CD1/TIDIGITS/TRAIN/MAN/JR/2A.WAV.wav,2
default,train,audio,train_229,2,train/CD1/TIDIGITS/TRAIN/WOMAN/RR/5A.WAV.wav,5
default,train,audio,train_230,1,train/CD1/TIDIGITS/TRAIN/WOMAN/PP/13349Z8A.WAV.wav,1334908
default,train,audio,train_231,2,train/CD1/TIDIGITS/TRAIN/WOMAN/BH/3B.WAV.wav,3
default,train,audio,train_232,1,train/CD1/TIDIGITS/TRAIN/WOMAN/NH/6A.WAV.wav,6
default,train,audio,train_233,2,train/CD1/TIDIGITS/TRAIN/WOMAN/LD/2ZA.WAV.wav,20
default,train,audio,train_234,1,train/CD1/TIDIGITS/TRAIN/WOMAN/BH/5A.WAV.wav,5
default,train,audio,train_235,2,train/CD1/TIDIGITS/TRAIN/MAN/KD/1A.WAV.wav,1
default,train,audio,train_236,1,train/CD1/TIDIGITS/TRAIN/WOMAN/JI/OA.WAV.wav,0
default,train,audio,train_237,2,train/CD1/TIDIGITS/TRAIN/WOMAN/LD/2A.WAV.wav,2
default,train,audio,train_238,1,train/CD1/TIDIGITS/TRAIN/MAN/NR/8643849A.WAV.wav,8643849
default,train,audio,train_239,2,train/CD1/TIDIGITS/TRAIN/MAN/CR/6989642A.WAV.wav,6989642
default,train,audio,train_240,1,train/CD1/TIDIGITS/TRAIN/MAN/GJ/85ZA.WAV.wav,850
default,train,audio,train_241,2,train/CD1/TIDIGITS/TRAIN/WOMAN/AI/373ZA.WAV.wav,3730
default,train,audio,train_242,1,train/CD1/TIDIGITS/TRAIN/MAN/HH/511O458A.WAV.wav,5110458
default,train,audio,train_243,2,train/CD1/TIDIGITS/TRAIN/WOMAN/AC/5A.WAV.wav,5
default,train,audio,train_244,1,train/CD1/TIDIGITS/TRAIN/WOMAN/AN/71996A.WAV.wav,71996
default,train,audio,train_245,2,train/CD1/TIDIGITS/TRAIN/WOMAN/IL/6A.WAV.wav,6
default,train,audio,train_246,1,train/CD1/TIDIGITS/TRAIN/WOMAN/SP/76629A.WAV.wav,76629
default,train,audio,train_247,2,train/CD1/TIDIGITS/TRAIN/WOMAN/LS/6B.WAV.wav,6
default,train,audio,train_248,1,train/CD1/TIDIGITS/TRAIN/WOMAN/LS/9A.WAV.wav,9
default,train,audio,train_249,2,train/CD1/TIDIGITS/TRAIN/MAN/FD/5549962A.WAV.wav,5549962
default,train,audio,train_250,1,train/CD1/TIDIGITS/TRAIN/WOMAN/PM/Z774A.WAV.wav,0774
default,train,audio,train_251,2,train/CD1/TIDIGITS/TRAIN/WOMAN/LA/2B.WAV.wav,2
default,train,audio,train_252,1,train/CD1/TIDIGITS/TRAIN/WOMAN/EG/4887A.WAV.wav,4887
