mode,group,modality,key,channel,path,label
default,train,feat,train_340,1,340,8
default,train,feat,train_341,1,341,3
default,train,feat,train_342,1,342,0355
default,train,feat,train_343,1,343,10546
default,train,feat,train_344,1,344,9
default,train,feat,train_345,1,345,4
default,train,feat,train_346,1,346,5999
default,train,feat,train_347,1,347,8005
default,train,feat,train_348,1,348,016
default,train,feat,train_349,1,349,1535
default,train,feat,train_350,1,350,1
default,train,feat,train_351,1,351,8278945
default,train,feat,train_352,1,352,1282
default,train,feat,train_353,1,353,0
default,train,feat,train_354,1,354,078
default,train,feat,train_355,1,355,0
default,train,feat,train_356,1,356,025
default,train,feat,train_357,1,357,3713466
default,train,feat,train_358,1,358,47
default,train,feat,train_359,1,359,310
default,train,feat,train_360,1,360,8051832
default,train,feat,train_361,1,361,97029
default,train,feat,train_362,1,362,981
default,train,feat,train_363,1,363,00
default,train,feat,train_364,1,364,76406
default,train,feat,train_365,1,365,8
default,train,feat,train_366,1,366,73951
default,train,feat,train_367,1,367,5
default,train,feat,train_368,1,368,40102
default,train,feat,train_369,1,369,0620030
default,train,feat,train_370,1,370,7055
default,train,feat,train_371,1,371,3105
default,train,feat,train_372,1,372,68
default,train,feat,train_373,1,373,5980
default,train,feat,train_374,1,374,310
default,train,feat,train_375,1,375,97325
default,train,feat,train_376,1,376,5
default,train,feat,train_377,1,377,08
default,train,feat,train_378,1,378,77
default,train,feat,train_379,1,379,83
default,train,feat,train_380,1,380,3866635
default,train,feat,train_381,1,381,0085
default,train,feat,train_382,1,382,948
default,train,feat,train_383,1,383,5
default,train,feat,train_384,1,384,766
default,train,feat,train_385,1,385,0046550
default,train,feat,train_386,1,386,2
default,train,feat,train_387,1,387,0337361
default,train,feat,train_388,1,388,6
default,train,feat,train_389,1,389,10
default,train,feat,train_390,1,390,4
default,train,feat,train_391,1,391,2
default,train,feat,train_392,1,392,8078335
default,train,feat,train_393,1,393,24450
default,train,feat,train_394,1,394,6
default,train,feat,train_395,1,395,0913
default,train,feat,train_396,1,396,0
default,train,feat,train_397,1,397,80
default,train,feat,train_398,1,398,7240012
default,train,feat,train_399,1,399,264
default,train,feat,train_400,1,400,840
default,train,feat,train_401,1,401,2004591
default,train,feat,train_402,1,402,28
default,train,feat,train_403,1,403,644
default,train,feat,train_404,1,404,3233
default,train,feat,train_405,1,405,7071
default,train,feat,train_406,1,406,99
default,train,feat,train_407,1,407,66719
default,train,feat,train_408,1,408,0
default,train,feat,train_409,1,409,0
default,train,feat,train_410,1,410,09
default,train,feat,train_411,1,411,79
default,train,feat,train_412,1,412,5
default,train,feat,train_413,1,413,8
default,train,feat,train_414,1,414,67
default,train,feat,train_415,1,415,2
default,train,feat,train_416,1,416,131
default,train,feat,train_417,1,417,5
default,train,feat,train_418,1,418,10631
default,train,feat,train_419,1,419,9
default,train,feat,train_420,1,420,4237452
default,train,feat,train_421,1,421,2
default,train,feat,train_422,1,422,4
default,train,feat,train_423,1,423,68669
default,train,feat,train_424,1,424,90
default,train,feat,train_425,1,425,0331
default,train,feat,train_426,1,426,79
default,train,feat,train_427,1,427,72
default,train,feat,train_428,1,428,5873
default,train,feat,train_429,1,429,36
default,train,feat,train_430,1,430,3040
default,train,feat,train_431,1,431,605
default,train,feat,train_432,1,432,82107
default,train,feat,train_433,1,433,775
default,train,feat,train_434,1,434,9235326
default,train,feat,train_435,1,435,6
default,train,feat,train_436,1,436,5494
default,train,feat,train_437,1,437,18905
default,train,feat,train_438,1,438,948
default,train,feat,train_439,1,439,07
default,train,feat,train_440,1,440,217
default,train,feat,train_441,1,441,90
default,train,feat,train_442,1,442,08
default,train,feat,train_443,1,443,7
default,train,feat,train_444,1,444,80390
default,train,feat,train_445,1,445,0
default,train,feat,train_446,1,446,22501
default,train,feat,train_447,1,447,2
default,train,feat,train_448,1,448,6580
default,train,feat,train_449,1,449,0305351
default,train,feat,train_450,1,450,4004
default,train,feat,train_451,1,451,3234
default,train,feat,train_452,1,452,68669
default,train,feat,train_453,1,453,8
default,train,feat,train_454,1,454,2
default,train,feat,train_455,1,455,50
default,train,feat,train_456,1,456,8320743
default,train,feat,train_457,1,457,5
default,train,feat,train_458,1,458,8070400
default,train,feat,train_459,1,459,2014
default,train,feat,train_460,1,460,34495
default,train,feat,train_461,1,461,9
default,train,feat,train_462,1,462,8
default,train,feat,train_463,1,463,71350
default,train,feat,train_464,1,464,9
default,train,feat,train_465,1,465,7244582
default,train,feat,train_466,1,466,190
default,train,feat,train_467,1,467,560
default,train,feat,train_468,1,468,4
default,train,feat,train_469,1,469,2412
default,train,feat,train_470,1,470,512
default,train,feat,train_471,1,471,14483
default,train,feat,train_472,1,472,9045191
default,train,feat,train_473,1,473,0
default,train,feat,train_474,1,474,2071
default,train,feat,train_475,1,475,1041
default,train,feat,train_476,1,476,9
default,train,feat,train_477,1,477,96
default,train,feat,train_478,1,478,9731925
default,train,feat,train_479,1,479,6571
default,train,feat,train_480,1,480,51773
default,train,feat,train_481,1,481,92
default,train,feat,train_482,1,482,4
default,train,feat,train_483,1,483,78399
default,train,feat,train_484,1,484,8240958
default,train,feat,train_485,1,485,9
default,train,feat,train_486,1,486,4
default,train,feat,train_487,1,487,1
default,train,feat,train_488,1,488,18
default,train,feat,train_489,1,489,393
default,train,feat,train_490,1,490,3524
default,train,feat,train_491,1,491,0213
default,train,feat,train_492,1,492,0
default,train,feat,train_493,1,493,4004441
default,train,feat,train_494,1,494,2
default,train,feat,train_495,1,495,02852
default,train,feat,train_496,1,496,50
default,train,feat,train_497,1,497,100
default,train,feat,train_498,1,498,03705
default,train,feat,train_499,1,499,8613
default,train,feat,train_500,1,500,50
default,train,feat,train_501,1,501,74737
default,train,feat,train_502,1,502,1
default,train,feat,train_503,1,503,0246
default,train,feat,train_504,1,504,36
default,train,feat,train_505,1,505,95
default,train,feat,train_506,1,506,05781
default,train,feat,train_507,1,507,02007
default,train,feat,train_508,1,508,3425
default,train,feat,train_509,1,509,862
default,train,feat,train_510,1,510,0970
default,train,feat,train_511,1,511,7300
default,train,feat,train_512,1,512,5
default,train,feat,train_513,1,513,53
default,train,feat,train_514,1,514,5
default,train,feat,train_515,1,515,2
default,train,feat,train_516,1,516,9547688
default,train,feat,train_517,1,517,3118
default,train,feat,train_518,1,518,067
default,train,feat,train_519,1,519,8407619
default,train,feat,train_520,1,520,7
default,train,feat,train_521,1,521,91646
default,train,feat,train_522,1,522,0
default,train,feat,train_523,1,523,58628
default,train,feat,train_524,1,524,74190
default,train,feat,train_525,1,525,53
default,train,feat,train_526,1,526,12936
default,train,feat,train_527,1,527,0
default,train,feat,train_528,1,528,1804
default,train,feat,train_529,1,529,1
default,train,feat,train_530,1,530,3470050
default,train,feat,train_531,1,531,00338
default,train,feat,train_532,1,532,3
default,train,feat,train_533,1,533,1221735
default,train,feat,train_534,1,534,62
default,train,feat,train_535,1,535,5
default,train,feat,train_536,1,536,36
default,train,feat,train_537,1,537,68524
default,train,feat,train_538,1,538,1672
default,train,feat,train_539,1,539,705
default,train,feat,train_540,1,540,6487
default,train,feat,train_541,1,541,711
default,train,feat,train_542,1,542,01
default,train,feat,train_543,1,543,4
default,train,feat,train_544,1,544,10787
default,train,feat,train_545,1,545,8
default,train,feat,train_546,1,546,037
default,train,feat,train_547,1,547,7716668
default,train,feat,train_548,1,548,2
default,train,feat,train_549,1,549,1
default,train,feat,train_550,1,550,0
default,train,feat,train_551,1,551,300
default,train,feat,train_552,1,552,5328309
default,train,feat,train_553,1,553,6
default,train,feat,train_554,1,554,98503
default,train,feat,train_555,1,555,5
default,train,feat,train_556,1,556,2670921
default,train,feat,train_557,1,557,5913
default,train,feat,train_558,1,558,9630050
default,train,feat,train_559,1,559,120
default,train,feat,train_560,1,560,91
default,train,feat,train_561,1,561,61035
default,train,feat,train_562,1,562,0
default,train,feat,train_563,1,563,764
default,train,feat,train_564,1,564,17907
default,train,feat,train_565,1,565,5
default,train,feat,train_566,1,566,84
default,train,feat,train_567,1,567,35881
default,train,feat,train_568,1,568,66719
default,train,feat,train_569,1,569,5608698
default,train,feat,train_570,1,570,87209
default,train,feat,train_571,1,571,9567
default,train,feat,train_572,1,572,104
default,train,feat,train_573,1,573,5
default,train,feat,train_574,1,574,218
default,train,feat,train_575,1,575,08425
default,train,feat,train_576,1,576,285
default,train,feat,train_577,1,577,17914
default,train,feat,train_578,1,578,0
default,train,feat,train_579,1,579,09
default,train,feat,train_580,1,580,74190
default,train,feat,train_581,1,581,7221806
default,train,feat,train_582,1,582,9884275
default,train,feat,train_583,1,583,075
default,train,feat,train_584,1,584,5
default,train,feat,train_585,1,585,064
default,train,feat,train_586,1,586,801
default,train,feat,train_587,1,587,8
default,train,feat,train_588,1,588,18102
default,train,feat,train_589,1,589,83330
default,train,feat,train_590,1,590,3
default,train,feat,train_591,1,591,190
default,train,feat,train_592,1,592,186
default,train,feat,train_593,1,593,35
default,train,feat,train_594,1,594,8633690
default,train,feat,train_595,1,595,89
default,train,feat,train_596,1,596,966
default,train,feat,train_597,1,597,9439947
default,train,feat,train_598,1,598,8
default,train,feat,train_599,1,599,408
default,train,feat,train_600,1,600,9076
default,train,feat,train_601,1,601,1205014
default,train,feat,train_602,1,602,2102326
default,train,feat,train_603,1,603,468
default,train,feat,train_604,1,604,104
default,train,feat,train_605,1,605,2
default,train,feat,train_606,1,606,19
default,train,feat,train_607,1,607,671
default,train,feat,train_608,1,608,5424091
default,train,feat,train_609,1,609,933
default,train,feat,train_610,1,610,0026609
default,train,feat,train_611,1,611,2
default,train,feat,train_612,1,612,3
default,train,feat,train_613,1,613,9920372
default,train,feat,train_614,1,614,81
default,train,feat,train_615,1,615,9
default,train,feat,train_616,1,616,3
default,train,feat,train_617,1,617,0453
default,train,feat,train_618,1,618,60
default,train,feat,train_619,1,619,66
default,train,feat,train_620,1,620,9
default,train,feat,train_621,1,621,04
default,train,feat,train_622,1,622,5
default,train,feat,train_623,1,623,34187
default,train,feat,train_624,1,624,4
default,train,feat,train_625,1,625,4048938
default,train,feat,train_626,1,626,1
default,train,feat,train_627,1,627,0
default,train,feat,train_628,1,628,96016
default,train,feat,train_629,1,629,6
default,train,feat,train_630,1,630,51
default,train,feat,train_631,1,631,5
default,train,feat,train_632,1,632,0502
default,train,feat,train_633,1,633,9459714
default,train,feat,train_634,1,634,73951
default,train,feat,train_635,1,635,6
default,train,feat,train_636,1,636,1
default,train,feat,train_637,1,637,7112691
default,train,feat,train_638,1,638,0441
default,train,feat,train_639,1,639,31
default,train,feat,train_640,1,640,8
default,train,feat,train_641,1,641,3
default,train,feat,train_642,1,642,7
default,train,feat,train_643,1,643,3
default,train,feat,train_644,1,644,3
default,train,feat,train_645,1,645,98
default,train,feat,train_646,1,646,593
default,train,feat,train_647,1,647,542
default,train,feat,train_648,1,648,3040747
default,train,feat,train_649,1,649,15490
default,train,feat,train_650,1,650,6
default,train,feat,train_651,1,651,0556
default,train,feat,train_652,1,652,571
default,train,feat,train_653,1,653,97
default,train,feat,train_654,1,654,9
default,train,feat,train_655,1,655,4104749
default,train,feat,train_656,1,656,8
default,train,feat,train_657,1,657,000
default,train,feat,train_658,1,658,7008
default,train,feat,train_659,1,659,0064147
default,train,feat,train_660,1,660,6
default,train,feat,train_661,1,661,04038
default,train,feat,train_662,1,662,41
default,train,feat,train_663,1,663,49
default,train,feat,train_664,1,664,77700
default,train,feat,train_665,1,665,2230
default,train,feat,train_666,1,666,2
default,train,feat,train_667,1,667,02978
default,train,feat,train_668,1,668,0
default,train,feat,train_669,1,669,4324641
default,train,feat,train_670,1,670,25
default,train,feat,train_671,1,671,706
default,train,feat,train_672,1,672,3
default,train,feat,train_673,1,673,5
default,train,feat,train_674,1,674,75465
default,train,feat,train_675,1,675,060
default,train,feat,train_676,1,676,00
default,train,feat,train_677,1,677,30
default,train,feat,train_678,1,678,04038
default,train,feat,train_679,1,679,51
default,train,feat,train_680,1,680,0630
default,train,feat,train_681,1,681,5
default,train,feat,train_682,1,682,0
default,train,feat,train_683,1,683,243
default,train,feat,train_684,1,684,713
default,train,feat,train_685,1,685,9
default,train,feat,train_686,1,686,04039
default,train,feat,train_687,1,687,08
default,train,feat,train_688,1,688,11
default,train,feat,train_689,1,689,0426154
default,train,feat,train_690,1,690,7
default,train,feat,train_691,1,691,2
default,train,feat,train_692,1,692,0
default,train,feat,train_693,1,693,922
default,train,feat,train_694,1,694,769
default,train,feat,train_695,1,695,0
default,train,feat,train_696,1,696,338
default,train,feat,train_697,1,697,973
default,train,feat,train_698,1,698,427
default,train,feat,train_699,1,699,8529094
default,train,feat,train_700,1,700,08
default,train,feat,train_701,1,701,6561
default,train,feat,train_702,1,702,305
default,train,feat,train_703,1,703,56
default,train,feat,train_704,1,704,050
default,train,feat,train_705,1,705,1894023
default,train,feat,train_706,1,706,61157
default,train,feat,train_707,1,707,4764
default,train,feat,train_708,1,708,307
default,train,feat,train_709,1,709,001
default,train,feat,train_710,1,710,1086445
default,train,feat,train_711,1,711,7032535
default,train,feat,train_712,1,712,5
default,train,feat,train_713,1,713,0374
default,train,feat,train_714,1,714,141
default,train,feat,train_715,1,715,591
default,train,feat,train_716,1,716,884
default,train,feat,train_717,1,717,50
default,train,feat,train_718,1,718,77
default,train,feat,train_719,1,719,2
default,train,feat,train_720,1,720,03
default,train,feat,train_721,1,721,0100831
default,train,feat,train_722,1,722,8
default,train,feat,train_723,1,723,6
default,train,feat,train_724,1,724,03705
default,train,feat,train_725,1,725,203
default,train,feat,train_726,1,726,7246
default,train,feat,train_727,1,727,13820
default,train,feat,train_728,1,728,0
default,train,feat,train_729,1,729,9146
default,train,feat,train_730,1,730,3027469
default,train,feat,train_731,1,731,323
default,train,feat,train_732,1,732,2278361
default,train,feat,train_733,1,733,0
default,train,feat,train_734,1,734,9906
default,train,feat,train_735,1,735,3
default,train,feat,train_736,1,736,931
default,train,feat,train_737,1,737,405
default,train,feat,train_738,1,738,2536231
default,train,feat,train_739,1,739,2001083
default,train,feat,train_740,1,740,07
default,train,feat,train_741,1,741,31
default,train,feat,train_742,1,742,99288
default,train,feat,train_743,1,743,9
default,train,feat,train_744,1,744,9
default,train,feat,train_745,1,745,26287
default,train,feat,train_746,1,746,0708
default,train,feat,train_747,1,747,3964547
default,train,feat,train_748,1,748,93
default,train,feat,train_749,1,749,1562670
default,train,feat,train_750,1,750,905
default,train,feat,train_751,1,751,1007
default,train,feat,train_752,1,752,0673
default,train,feat,train_753,1,753,1
default,train,feat,train_754,1,754,667
default,train,feat,train_755,1,755,332
default,train,feat,train_756,1,756,3
default,train,feat,train_757,1,757,72
default,train,feat,train_758,1,758,820
default,train,feat,train_759,1,759,090
default,train,feat,train_760,1,760,76208
default,train,feat,train_761,1,761,83
default,train,feat,train_762,1,762,1978213
default,train,feat,train_763,1,763,1171889
default,train,feat,train_764,1,764,60
default,train,feat,train_765,1,765,64471
default,train,feat,train_766,1,766,146
default,train,feat,train_767,1,767,32
default,train,feat,train_768,1,768,52
default,train,feat,train_769,1,769,06
default,train,feat,train_770,1,770,890
default,train,feat,train_771,1,771,7
default,train,feat,train_772,1,772,7869
default,train,feat,train_773,1,773,1273
default,train,feat,train_774,1,774,83
default,train,feat,train_775,1,775,5
default,train,feat,train_776,1,776,318
default,train,feat,train_777,1,777,1
default,train,feat,train_778,1,778,2208452
default,train,feat,train_779,1,779,2
default,train,feat,train_780,1,780,5025
default,train,feat,train_781,1,781,68462
default,train,feat,train_782,1,782,47
default,train,feat,train_783,1,783,2278361
default,train,feat,train_784,1,784,1473533
default,train,feat,train_785,1,785,36
default,train,feat,train_786,1,786,4310
default,train,feat,train_787,1,787,1
default,train,feat,train_788,1,788,505
default,train,feat,train_789,1,789,5173391
default,train,feat,train_790,1,790,0460480
default,train,feat,train_791,1,791,4600
default,train,feat,train_792,1,792,2054015
default,train,feat,train_793,1,793,7
